Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
002660,00266500,Vaughn College of Aeronautics and Technology,86-01 23rd Avenue,Flushing,NY,11369-9997,0,0,0%,50,55112
003028,00289900,Wagner College,One Campus Road,Staten Island,NY,10301-4495,101,10,9.9%,222,449237
003032,00290100,Wells College,Route 90  170 Main Street,Aurora,NY,13026-0500,50,12,24%,39,94305
003051,00290300,Yeshiva University,500 West 185th Street,New York,NY,10033-3201,188,12,6.38%,290,735012
003053,01182100,Yeshivath Zichron Moshe,Laurel Park Road,South Fallsburg,NY,12779-0580,9,0,0%,0,0
003056,00290600,Appalachian State University,Dougherty Administration Building,Boone,NC,28608-0001,270,33,12.22%,353,808184
003059,00290800,Barton College,704A College Street,Wilson,NC,27893-3104,42,4,9.52%,291,574590
003063,00291100,Bennett College,900 East Washington Street,Greensboro,NC,27401-3239,58,7,12.07%,200,226650
003068,00291200,Brevard College,1 Brevard College Drive,Brevard,NC,28712-3306,51,15,29.41%,71,110309
003082,00781400,Brookstone College of Business,10125 Berkeley Place Drive,Charlotte,NC,28262-1294,0,0,0%,8,12710
003070,00291300,Campbell University,143 Main Street,Buies Creek,NC,27506-0036,111,16,14.41%,342,726843
003073,00291400,Catawba College,2300 West Innes Street,Salisbury,NC,28144-2488,64,14,21.88%,101,391758
003078,00291600,Chowan University,One University Place,Murfreesboro,NC,27855-1850,39,11,28.21%,191,317205
003087,00292000,Duke University,2127 Campus Drive,Durham,NC,27708-0397,951,15,1.58%,198,897927
003090,00292300,East Carolina University,East Fifth Street,Greenville,NC,27858-1818,579,85,14.68%,870,2105347
003094,00292600,Elizabeth City State University,1704 Weeksville Road,Elizabeth City,NC,27909-7806,73,38,52.05%,768,613789
003095,00292700,Elon University,100 Campus Drive,Elon,NC,27244-2010,109,12,11.01%,111,365616
003097,00292800,Fayetteville State University,1200 Murchison Road,Fayetteville,NC,28301-4298,60,5,8.33%,262,681945
003100,00292900,Gardner - Webb University,110 South Main Street,Boiling Springs,NC,28017-0000,113,22,19.47%,289,740855
003102,00293000,Greensboro College,815 West Market Street,Greensboro,NC,27401-1875,62,10,16.13%,178,425717
003103,00293100,Guilford College,5800 West Friendly Avenue,Greensboro,NC,27410-4171,159,14,8.81%,138,653550
003108,00293300,High Point University,833 Montlieu Avenue,High Point,NC,27262-4221,35,2,5.71%,165,343852
003113,00293600,Johnson C Smith University,100 Beatties Ford Road,Charlotte,NC,28216-5398,58,20,34.48%,585,774729
003116,00293700,King's College,322 Lamar Avenue,Charlotte,NC,28204-2435,57,8,14.04%,143,303066
003120,00293900,Lees-McRae College,375 College Drive,Banner Elk,NC,28604-0000,34,5,14.71%,45,93097
003122,00294100,Lenoir-Rhyne University,625 Seventh Avenue Northeast,Hickory,NC,28601-3984,53,9,16.98%,88,303865
003124,00294300,Louisburg College,501 North Main Street,Louisburg,NC,27549-2398,87,25,28.74%,196,373968
003126,00294400,Mars Hill University,124 Cascade Street,Mars Hill,NC,28754-0000,66,19,28.79%,223,466556
003130,00294500,Meredith College,3800 Hillsborough Street,Raleigh,NC,27607-5298,87,38,43.68%,63,72196
003131,00294600,Methodist University,5400 Ramsey Street,Fayetteville,NC,28311-1420,13,1,7.69%,89,131955
003135,00294800,Montreat College,310 Gaither Circle,Montreat,NC,28757-1267,42,7,16.67%,105,174513
003138,00290500,North Carolina Agricultural & Technical State University,1601 East Market Street,Greensboro,NC,27411-0001,77,14,18.18%,331,480201
003139,00295000,North Carolina Central University,1801 Fayetteville Street,Durham,NC,27707-3198,109,15,13.76%,1872,3104366
003141,00297200,North Carolina State University,20 Watauga Club Drive,Raleigh,NC,27695-7001,668,39,5.84%,616,1260867
003142,00295100,North Carolina Wesleyan College,3400 North Wesleyan Boulevard,Rocky Mount,NC,27804-8699,35,13,37.14%,199,309847
003146,00295500,Pfeiffer University,48380 US 502 Highway North,Misenheimer,NC,28109-0000,60,14,23.33%,263,423344
003151,00295700,Queens University of Charlotte,1900 Selwyn Avenue,Charlotte,NC,28274-0001,3,2,66.67%,69,72966
003161,00296800,Saint Augustine's University,1315 Oakwood Avenue,Raleigh,NC,27610-2298,88,13,14.77%,763,4410970
003163,00296000,Salem College,601 South Church Street,Winston-Salem,NC,27101-5376,21,4,19.05%,12,90931
003168,00296200,Shaw University,118 East South Street,Raleigh,NC,27601-2393,51,9,17.65%,708,942596
003075,01026400,South College,140 Sweeten Creek Road,Asheville,NC,28803-0000,60,2,3.33%,295,341722
003136,00294900,University of Mount Olive,634 Henderson Street,Mount Olive,NC,28365-1299,31,10,32.26%,134,198423
003179,00290700,University of North Carolina  Asheville,1 University Heights,Asheville,NC,28804-8503,30,6,20%,86,319601
003180,00297400,University of North Carolina - Chapel Hill,102 South Building,Chapel Hill,NC,27599-9100,1001,72,7.19%,571,2234696
003181,00297500,University of North Carolina - Charlotte,9201 University City Boulevard,Charlotte,NC,28223-0001,105,15,14.29%,345,965054
003182,00297600,University of North Carolina - Greensboro,1000 Spring Garden Street,Greensboro,NC,27412-0001,184,14,7.61%,298,918872
003140,00398100,University of North Carolina School of the Arts,1533 South Main Street,Winston-Salem,NC,27127-2188,46,9,19.57%,47,99030
003145,00295400,University of North Carolina at Pembroke,One University Drive,Pembroke,NC,28372-1510,100,46,46%,198,422745
003183,00298400,University of North Carolina at Wilmington (The),601 South College Road,Wilmington,NC,28403-3297,159,24,15.09%,204,628098
003185,00297800,Wake Forest University,1834 Wake Forest Road,Winston-Salem,NC,27109-7246,261,11,4.21%,138,717420
003187,00297900,Warren Wilson College,701 Warren Wilson Road,Swannanoa,NC,28778-2099,0,0,0%,13,33012
003189,00298100,Western Carolina University,Highway 107,Cullowhee,NC,28723-9731,149,22,14.77%,167,539663
003195,00298600,Winston-Salem State University,601 Martin L. King  Jr. Drive,Winston-Salem,NC,27110-0001,31,5,16.13%,275,424705
003200,00298800,Bismarck State College,1500 Edwards Avenue,Bismarck,ND,58501-1299,75,12,16%,169,165919
003212,00299500,Dakota College at Bottineau,105 Simrall Boulevard,Bottineau,ND,58318-1159,38,6,15.79%,100,116354
003204,00298900,Dickinson State University,291 Campus Drive,Dickinson,ND,58601-4896,57,6,10.53%,115,211918
003206,00299100,Lake Region State College,1801 College Drive North,Devils Lake,ND,58301-1598,33,3,9.09%,134,160375
003208,00299300,Mayville State University,330 Third Street Northeast,Mayville,ND,58257-1299,47,10,21.28%,187,261628
006566,00299400,Minot State University,500 University Avenue West,Minot,ND,58707-0001,132,18,13.64%,330,631685
003211,00299600,North Dakota State College of Science,800 North 6th Street,Wahpeton,ND,58076-0002,45,11,24.44%,228,567176
003213,00299700,North Dakota State University - Fargo,1301 12th Avenue North,Fargo,ND,58102-0000,473,41,8.67%,500,736288
003201,00935400,Sanford College of Nursing,512 North 7 Street,Bismarck,ND,58501-4494,26,2,7.69%,3,3804
003217,01205900,Trinity Bible College,50 - 6th Avenue South,Ellendale,ND,58436-7105,87,26,29.89%,192,487753
003205,00299000,University of Jamestown,6080 College Lane,Jamestown,ND,58405-3401,53,6,11.32%,124,376093
003207,00299200,University of Mary,7500 University Drive,Bismarck,ND,58504-9652,152,28,18.42%,146,143098
003221,00300500,University of North Dakota,264 Centennial Drive,Grand Forks,ND,58202-8193,712,82,11.52%,1000,3130209
003223,00300800,Valley City State University,101 College Street Southwest,Valley City,ND,58072-0000,55,12,21.82%,125,214316
003222,00300700,Williston State College,1410 University Avenue,Williston,ND,58801-4464,32,8,25%,332,117966
003227,00301000,Antioch University,900 Dayton Street,Yellow Springs,OH,45387-1608,161,14,8.7%,549,1815759
003285,01289100,Antonelli College,124 E. 7th Street,Cincinnati,OH,45202-2592,0,0,0%,15,16682
003230,00301200,Ashland University,401 College Avenue,Ashland,OH,44805-3799,149,33,22.15%,153,296064
003233,00301400,Baldwin Wallace University,275 Eastland Road,Berea,OH,44017-2088,313,31,9.9%,199,373050
003237,00301600,Bluffton University,1 University Drive,Bluffton,OH,45817-2104,160,29,18.13%,392,436824
003240,00301800,Bowling Green State University,1001 East Wooster Street,Bowling Green,OH,43403-0001,281,66,23.49%,799,1660574
003265,00485300,Bradford School,2469 Stelzer Road,Columbus,OH,43219-3129,97,12,12.37%,104,301414
003242,00302300,Capital University,1 College and Main,Columbus,OH,43209-2394,207,23,11.11%,193,351027
003244,00302400,Case Western Reserve University,10900 Euclid Avenue,Cleveland,OH,44106-7049,673,47,6.98%,260,643836
003245,00302500,Cedarville University,251 North Main Street,Cedarville,OH,45314-8564,74,5,6.76%,111,228347
003257,00398200,Cleveland Institute of Art (The),11141 East Boulevard,Cleveland,OH,44106-1700,68,7,10.29%,142,294895
003258,00303100,Cleveland Institute of Music (The),11021 East Boulevard,Cleveland,OH,44106-1776,47,3,6.38%,42,205821
003260,00303200,Cleveland State University,2121 Euclid Avenue,Cleveland,OH,44115-2214,254,48,18.9%,978,2852120
003264,00303700,College of Wooster (The),1189 Beall Avenue,Wooster,OH,44691-2363,82,1,1.22%,78,366876
003266,00303900,Columbus College of Art & Design,107 North Ninth Street,Columbus,OH,43215-1758,43,13,30.23%,231,579395
003271,00304000,Cuyahoga Community College,700 Carnegie Avenue,Cleveland,OH,44115-2878,23,17,73.91%,53,83893
003272,00485500,Davis College,4747 Monroe Street,Toledo,OH,43623-4307,16,3,18.75%,136,107379
003274,00304100,Defiance College,701 North Clinton,Defiance,OH,43512-1695,60,4,6.67%,136,257064
003275,00304200,Denison University,100 West Loop,Granville,OH,43023-1329,79,6,7.59%,147,343823
003353,00311400,Firelands Regional Medical Center,1912 Hayes Ave,Sandusky,OH,44870-4788,30,2,6.67%,6,9054
003262,00303600,Franciscan University of Steubenville,1235 University Boulevard,Steubenville,OH,43952-1763,52,7,13.46%,111,185957
003290,00304800,Heidelberg University,310 East Market Street,Tiffin,OH,44883-2462,197,64,32.49%,466,620137
003291,00304900,Hiram College,State Route 700,Hiram,OH,44234-1808,117,40,34.19%,350,1317660
004818,01313200,International College of Broadcasting,6 South Smithville Road,Dayton,OH,45431-1898,10,3,30%,36,152816
003298,00305000,John Carroll University,20700 North Park Boulevard,University Heights,OH,44118-4581,278,25,8.99%,404,875043
003299,00305100,Kent State University,Executive Office  2nd Floor Library,Kent,OH,44242-0001,1261,249,19.75%,2895,5736564
003300,00306500,Kenyon College,Kenyon College,Gambier,OH,43022-9623,37,1,2.7%,67,213797
003301,00703500,Kettering College,3737 Southern Boulevard,Kettering,OH,45429-1299,60,9,15%,35,58190
003303,00306600,Lake Erie College,391 West Washington Street,Painesville,OH,44077-3389,75,23,30.67%,226,404862
006053,00680400,Lakeland Community College,7700 Clocktower Drive,Kirtland,OH,44094-5198,2,0,0%,0,0
003306,00306800,Lorain County Community College,1005 N Abbe Road,Elyria,OH,44035-1691,0,0,0%,75,17256
005234,00306900,Lourdes University,6832 Convent Boulevard,Sylvania,OH,43560-2898,33,8,24.24%,28,57705
003307,00307200,Malone University,2600 Cleveland Avenue NW,Canton,OH,44709-3897,88,8,9.09%,156,207621
003310,00307300,Marietta College,215 Fifth Street,Marietta,OH,45750-4033,135,14,10.37%,200,357633
003311,01073600,Marion Technical College,1467 Mt Vernon Avenue,Marion,OH,43302-5694,0,0,0%,3,991
003315,00307700,Miami University,Roudebush Hall,Oxford,OH,45056-1831,407,87,21.38%,736,1692973
008246,03071900,Mount Carmel College of Nursing,127 South Davis Avenue,Columbus,OH,43222-1598,234,5,2.14%,0,0
003261,00303300,Mount St. Joseph University,5701 Delhi Road,Cincinnati,OH,45233-1670,115,19,16.52%,140,164145
003322,00708500,Mount Vernon Nazarene University,800 Martinsburg Road,Mount Vernon,OH,43050-9500,122,20,16.39%,202,223419
003324,00308400,Muskingum University,163 Stormont Street,New Concord,OH,43762-1199,161,32,19.88%,225,399162
005236,02454400,Northeast Ohio Medical University,4209 State Route 44,Rootstown,OH,44272-9621,39,3,7.69%,12,32707
003330,00308500,Notre Dame College of Ohio,4545 College Road,South Euclid,OH,44121-4293,30,10,33.33%,89,134385
003331,00308600,Oberlin College,70 North Professor Street,Oberlin,OH,44074-1090,197,12,6.09%,495,1436159
003335,00303500,Ohio Dominican University,1216 Sunbury Road,Columbus,OH,43219-2099,143,17,11.89%,142,234385
003337,00308900,Ohio Northern University,525 South Main Street,Ada,OH,45810-1555,216,31,14.35%,458,1049666
006748,02066100,Ohio State College of Barber Styling,4614 East Broad Street,Columbus,OH,43213-1301,1,0,0%,24,36068
003341,00309000,Ohio State University (The),205 Bricker Hall,Columbus,OH,43210-1358,1150,130,11.3%,3324,6573518
003334,01174500,Ohio Technical College,1374 East 51st Street,Cleveland,OH,44103-1228,196,43,21.94%,796,872650
003342,00310000,Ohio University,020 Chubb Hall,Athens,OH,45701-2979,427,52,12.18%,836,1509007
003344,00310900,Ohio Wesleyan University,61 South Sandusky Street,Delaware,OH,43015-2398,182,9,4.95%,169,435465
003345,00311000,Otterbein University,1 South Grove Street,Westerville,OH,43081-2006,228,36,15.79%,401,622979
003350,00311300,Pontifical College Josephinum,7625 North High Street,Columbus,OH,43235-1498,7,1,14.29%,18,48317
003368,00486600,Stautzenberger College,1796 Indian Wood Circle,Maumee,OH,43537-4007,0,0,0%,225,344007
003372,00312100,Tiffin University,155 Miami Street,Tiffin,OH,44883-2161,27,12,44.44%,61,97444
005107,02054300,Trumbull Business College,3200 Ridge Road,Warren,OH,44484-3250,9,0,0%,113,103900
003375,01092300,Union Institute & University,440 East McMillan Street,Cincinnati,OH,45206-1925,88,18,20.45%,205,406623
003378,00312300,University of Akron (The),302 Buchtel Avenue,Akron,OH,44325-4702,648,96,14.81%,1413,2155428
003379,00312500,University of Cincinnati,2624 Clifton Avenue,Cincinnati,OH,45221-0125,1418,133,9.38%,2349,5541474
003380,00312700,University of Dayton,300 College Park,Dayton,OH,45469-0002,471,32,6.79%,314,1257772
003283,00304500,University of Findlay (The),1000 North Main Street,Findlay,OH,45840-3695,160,19,11.88%,584,552481
003321,00308300,University of Mount Union,1972 Clark Avenue,Alliance,OH,44601-3993,314,43,13.69%,265,407745
003356,00311600,University of Rio Grande,218 North College Avenue,Rio Grande,OH,45674-3131,98,17,17.35%,117,182634
003381,00313100,University of Toledo,2801 West Bancroft Street,Toledo,OH,43606-3390,721,87,12.07%,1174,2753249
003382,00313300,Urbana University,579 College Way,Urbana,OH,43078-2091,87,32,36.78%,494,747240
003383,00313400,Ursuline College,2550 Lander Road,Pepper Pike,OH,44124-4398,39,6,15.38%,110,129109
003385,00313500,Walsh University,2020 East Maple Street,North Canton,OH,44720-3396,270,34,12.59%,341,463081
003390,00314100,Wilberforce University,1055 North Bickett Road,Wilberforce,OH,45384-1001,92,42,45.65%,398,914834
003391,00314200,Wilmington College,1870 Quaker Way,Wilmington,OH,45177-2499,187,29,15.51%,345,728881
003392,00314300,Wittenberg University,200 West Ward Street,Springfield,OH,45501-2199,178,13,7.3%,189,495890
003393,00307800,Wright State University,3640 Colonel Glenn Highway,Dayton,OH,45435-0002,616,130,21.1%,1105,2169698
003394,00314400,Xavier University,3800 Victory Parkway,Cincinnati,OH,45207-1035,277,29,10.47%,101,197583
003396,00314500,Youngstown State University,One University Plaza,Youngstown,OH,44555-0001,128,16,12.5%,301,610332
003405,00315000,Cameron University,2800 West Gore Boulevard,Lawton,OK,73505-6377,0,0,0%,48,50696
003406,00317600,Carl Albert State College,1507 South McKenna,Poteau,OK,74953-5208,35,27,77.14%,269,626817
003414,00315400,East Central University,1100 East 14th,Ada,OK,74820-6999,89,12,13.48%,464,709640
003415,00315500,Eastern Oklahoma State College,1301 West Main,Wilburton,OK,74578-4999,0,0,0%,149,100259
003421,01026600,Hillsdale Free Will Baptist College,3701 South I-35 Frontage Road,Moore,OK,73160-0000,7,3,42.86%,83,114086
003424,00315700,Langston University,West Highway 33,Langston,OK,73050-0000,0,0,0%,18,29892
004029,00694200,Mid-America Christian University,3500 Southwest 119th Street,Oklahoma City,OK,73170-4504,14,6,42.86%,101,123399
003428,00316100,Northeastern State University,600 North Grand,Tahlequah,OK,74464-2399,97,22,22.68%,562,1498041
003430,00316200,Northern Oklahoma College,1220 East Grand,Tonkawa,OK,74653-0310,0,0,0%,59,89861
003431,00316300,Northwestern Oklahoma State University,709 Oklahoma Boulevard,Alva,OK,73717-2799,5,0,0%,0,0
003434,00316400,Oklahoma Baptist University,500 West University,Shawnee,OK,74801-2590,99,17,17.17%,139,227964
003435,00316500,Oklahoma Christian University,2501 East Memorial Road,Oklahoma City,OK,73013-0000,148,7,4.73%,340,625636
003437,00316600,Oklahoma City University,2501 North Blackwelder,Oklahoma City,OK,73106-1493,180,25,13.89%,282,918798
003438,00317400,Oklahoma Panhandle State University,323 Eagle Boulevard,Goodwell,OK,73939-0000,1,0,0%,15,26726
003441,00317000,Oklahoma State University,107 Whitehurst,Stillwater,OK,74078-1026,317,39,12.3%,411,1484275
003433,01128200,Oklahoma State University Center for Health Sciences,1111 West 17th Street,Tulsa,OK,74117-1898,35,1,2.86%,3,40182
003442,00317200,Oklahoma State University Institute of Technology - Okmulgee,1801 East 4th Street,Okmulgee,OK,74447-3901,86,30,34.88%,406,983745
003400,00315100,Oklahoma Wesleyan University,2201 Silver Lake Road,Bartlesville,OK,74006-6299,68,32,47.06%,91,160173
003443,00398500,Oral Roberts University,7777 S. Lewis Avenue,Tulsa,OK,74171-0001,385,50,12.99%,957,4462360
